#,Product,Grade,Vat Type,Spec.,Battery Health,Qty, Offer,Order Qty, Total,,Notes:
161,Apple iPhone 11 128GB Red - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
162,Apple iPhone 11 128GB Red - Grade C (Non-Genuine) - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
163,Apple iPhone 11 128GB White - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
164,Apple iPhone 11 128GB White - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
165,Apple iPhone 11 128GB White - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
166,Apple iPhone 11 128GB White - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
167,Apple iPhone 11 256GB Black - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
168,Apple iPhone 11 256GB Black - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
169,Apple iPhone 11 256GB Purple - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
170,Apple iPhone 11 64GB Black - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
171,Apple iPhone 11 64GB Black - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
172,Apple iPhone 11 64GB Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
173,Apple iPhone 11 64GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,20, £ -   ,0, £ -   ,,
174,Apple iPhone 11 64GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,32, £ -   ,0, £ -   ,,
175,Apple iPhone 11 64GB Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,4, £ -   ,0, £ -   ,,
176,Apple iPhone 11 64GB Black - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes,Grade C (Non-Genuine),Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
177,Apple iPhone 11 64GB Black - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,8, £ -   ,0, £ -   ,,
178,Apple iPhone 11 64GB Green - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
179,Apple iPhone 11 64GB Green - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
180,Apple iPhone 11 64GB Green - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
181,Apple iPhone 11 64GB Green - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
182,Apple iPhone 11 64GB Green - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
183,Apple iPhone 11 64GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
184,Apple iPhone 11 64GB Purple - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
185,Apple iPhone 11 64GB Purple - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
186,Apple iPhone 11 64GB Purple - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
187,Apple iPhone 11 64GB Purple - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,4, £ -   ,0, £ -   ,,
188,Apple iPhone 11 64GB Purple - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
189,Apple iPhone 11 64GB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,6, £ -   ,0, £ -   ,,
190,Apple iPhone 11 64GB Red - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
191,Apple iPhone 11 64GB Red - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
192,Apple iPhone 11 64GB Red - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
193,Apple iPhone 11 64GB Red - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes,Grade C (Non-Genuine),Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
194,Apple iPhone 11 64GB Red - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
195,Apple iPhone 11 64GB Red - Grade C (Non-Genuine) - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
196,Apple iPhone 11 64GB White - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
197,Apple iPhone 11 64GB White - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
198,Apple iPhone 11 64GB White - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
199,Apple iPhone 11 64GB White - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,7, £ -   ,0, £ -   ,,
200,Apple iPhone 11 64GB White - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,6, £ -   ,0, £ -   ,,
201,Apple iPhone 11 64GB White - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,9, £ -   ,0, £ -   ,,
202,Apple iPhone 11 64GB White - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,5, £ -   ,0, £ -   ,,
203,Apple iPhone 11 64GB White - Grade C (Non-Genuine) - Standard Vat - Generic / Codes,Grade C (Non-Genuine),Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
204,Apple iPhone 11 64GB Yellow - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
205,Apple iPhone 11 64GB Yellow - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,7, £ -   ,0, £ -   ,,
206,Apple iPhone 11 Pro 256GB Gold - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
207,Apple iPhone 11 Pro 256GB Green - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
208,Apple iPhone 11 Pro 256GB Green - Grade C (Non-Genuine) - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
209,Apple iPhone 11 Pro 256GB Silver - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
210,Apple iPhone 11 Pro 256GB SpGr - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
211,Apple iPhone 11 Pro 256GB SpGr - Grade C (Non-Genuine) - Standard Vat - Generic / Codes,Grade C (Non-Genuine),Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
212,Apple iPhone 11 Pro 512GB Green - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
213,Apple iPhone 11 Pro 64GB Gold - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
214,Apple iPhone 11 Pro 64GB Gold - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
215,Apple iPhone 11 Pro 64GB Gold - Grade C (Non-Genuine) - Standard Vat - US Spec,Grade C (Non-Genuine),Standard,US,Untested,1, £ -   ,0, £ -   ,,
216,Apple iPhone 11 Pro 64GB Green - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
217,Apple iPhone 11 Pro 64GB Silver - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
218,Apple iPhone 11 Pro 64GB Silver - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
219,Apple iPhone 11 Pro 64GB Silver - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
220,Apple iPhone 11 Pro 64GB SpGr - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
221,Apple iPhone 11 Pro 64GB SpGr - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
222,Apple iPhone 11 Pro Max 256GB Gold - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
223,Apple iPhone 11 Pro Max 256GB Gold - Grade A (Non-Genuine) - Marginal Vat - Generic / Codes,Grade A (Non-Genuine),Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
224,Apple iPhone 11 Pro Max 256GB Gold - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
225,Apple iPhone 11 Pro Max 256GB Green - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
226,Apple iPhone 11 Pro Max 256GB SpGr - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
227,Apple iPhone 11 Pro Max 256GB SpGr - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
228,Apple iPhone 11 Pro Max 256GB SpGr - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
229,Apple iPhone 11 Pro Max 256GB SpGr - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
230,Apple iPhone 11 Pro Max 512GB Gold - Grade A (Non-Genuine) - Standard Vat - US Spec - 80%+ Battery Health,Grade A (Non-Genuine),Standard,US,80%+,1, £ -   ,0, £ -   ,,
231,Apple iPhone 11 Pro Max 512GB SpGr - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
232,Apple iPhone 11 Pro Max 64GB Gold - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
233,Apple iPhone 11 Pro Max 64GB Gold - Grade B (Non-Genuine) - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B (Non-Genuine),Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
234,Apple iPhone 11 Pro Max 64GB Gold - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
235,Apple iPhone 11 Pro Max 64GB Gold - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
236,Apple iPhone 11 Pro Max 64GB Green - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
237,Apple iPhone 11 Pro Max 64GB Green - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
238,Apple iPhone 11 Pro Max 64GB Green - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
239,Apple iPhone 11 Pro Max 64GB Silver - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
240,Apple iPhone 11 Pro Max 64GB Silver - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
241,Apple iPhone 11 Pro Max 64GB SpGr - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
242,Apple iPhone 11 Pro Max 64GB SpGr - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
243,Apple iPhone 11 Pro Max 64GB SpGr - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
244,Apple iPhone 11 Pro Max 64GB SpGr - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes,Grade C (Non-Genuine),Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
245,Apple iPhone 12 128GB Black - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
246,Apple iPhone 12 128GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
247,Apple iPhone 12 128GB Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
248,Apple iPhone 12 128GB Black - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
249,Apple iPhone 12 128GB Blue - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
250,Apple iPhone 12 128GB Blue - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
251,Apple iPhone 12 128GB Blue - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
252,Apple iPhone 12 128GB Green - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
253,Apple iPhone 12 128GB Green - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
254,Apple iPhone 12 128GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,3, £ -   ,0, £ -   ,,
255,Apple iPhone 12 128GB Green - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
256,Apple iPhone 12 128GB Green - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
257,Apple iPhone 12 128GB Purple - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
258,Apple iPhone 12 128GB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
259,Apple iPhone 12 128GB Purple - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
260,Apple iPhone 12 128GB Purple - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes,Grade C (Non-Genuine),Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
261,Apple iPhone 12 128GB Purple - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
262,Apple iPhone 12 128GB Red - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
263,Apple iPhone 12 128GB Red - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
264,Apple iPhone 12 128GB White - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
265,Apple iPhone 12 128GB White - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
266,Apple iPhone 12 128GB White - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
267,Apple iPhone 12 128GB White - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
268,Apple iPhone 12 128GB White - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
269,Apple iPhone 12 256GB Black - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
270,Apple iPhone 12 256GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
271,Apple iPhone 12 256GB Black - Pristine Sealed - Standard Vat - Generic / Codes,Pristine Sealed,Standard,UK / EU,Untested,150, £ -   ,0, £ -   ,,
272,Apple iPhone 12 256GB Green - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
273,Apple iPhone 12 256GB Green - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
274,Apple iPhone 12 256GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
275,Apple iPhone 12 256GB Purple - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
276,Apple iPhone 12 256GB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
277,Apple iPhone 12 256GB Red - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
278,Apple iPhone 12 256GB Red - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
279,Apple iPhone 12 256GB White - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
280,Apple iPhone 12 256GB White - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
281,Apple iPhone 12 64GB Black - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
282,Apple iPhone 12 64GB Black - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,3, £ -   ,0, £ -   ,,
283,Apple iPhone 12 64GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,11, £ -   ,0, £ -   ,,
284,Apple iPhone 12 64GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,3, £ -   ,0, £ -   ,,
285,Apple iPhone 12 64GB Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
286,Apple iPhone 12 64GB Blue - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
287,Apple iPhone 12 64GB Blue - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,9, £ -   ,0, £ -   ,,
288,Apple iPhone 12 64GB Blue - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
289,Apple iPhone 12 64GB Blue - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,6, £ -   ,0, £ -   ,,
290,Apple iPhone 12 64GB Blue - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
291,Apple iPhone 12 64GB Green - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
292,Apple iPhone 12 64GB Green - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
293,Apple iPhone 12 64GB Green - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
294,Apple iPhone 12 64GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
295,Apple iPhone 12 64GB Green - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
296,Apple iPhone 12 64GB Purple - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
297,Apple iPhone 12 64GB Purple - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
298,Apple iPhone 12 64GB Purple - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,4, £ -   ,0, £ -   ,,
299,Apple iPhone 12 64GB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,5, £ -   ,0, £ -   ,,
300,Apple iPhone 12 64GB Purple - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
301,Apple iPhone 12 64GB Purple - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
302,Apple iPhone 12 64GB Red - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
303,Apple iPhone 12 64GB Red - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
304,Apple iPhone 12 64GB Red - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
305,Apple iPhone 12 64GB White - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,4, £ -   ,0, £ -   ,,
306,Apple iPhone 12 64GB White - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
307,Apple iPhone 12 64GB White - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,6, £ -   ,0, £ -   ,,
308,Apple iPhone 12 Mini 128GB Black - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
